SLNo,InstitutionName,Address,Code, InstitutionType,ContactNumber,,
838,National Ayurveda Dietetics Research Institute Gove,Ashoka Pillar Jayanagar Bangalore,C-17536,professional,080 26562030,,
839,National Bureau of Agriculturally Important Insects, Hebbal,professional,"080-23511982, 23414220",,,
840,National College (Jayanagar),Jayanagar,Degree/ Professional,"080-26549684,26656644",,,
841,National College,Basavanagudi,Degree/ Professional,080-26674441,,,
842,National College of Nursing,Bangalore,professional,"08028365429, 08023203954",,,
843,National Institute of Advanced Studies,Indian Institute of Science Campus Bangalore,professional,080-22185000,,,
844,National Institute of Fashion Technology,Bangalore,professional,"91-80-22552550-51, 55",,,
,National Institute of Mental Health and Neuro,"NIMHANS, Hosur Road,",,,,,
845,,,professional/ medical,080-26995013/15,,,
,Sciences,Bengaluru-29.,,,,,
846,National Institute of PG Studies in Hindi,Jayanagar,Degree/ Professional,(+91) 98 864 62909,,,
847,National Skill Training Institute for Women,"Hosur Road, Near Dairy Circle",Degree/ Professional,080-26561955,,,
848,Natya Institute of Kathak and Choreography,Malleshwaram,Degree/ Professional,080 – 23348645,,,
849,Navaneetham School of Nursing,Bangalore,professional,"084471 61504, 8040944974",,,
850,Navodaya School of Nursing,Bangalore,professional,"(80) 26844599, 91-08532-223448, 223449",,,
851,NC Patel School of Nursing,Bangalore,professional,080 30618111,,,
852,Nethaji ITI,"Hesaraghatta, Bangalore",professional,9844090725,,,
853,Nethradhama School of Ophthometry,Bangalore,professional,080- 26088000,,,
854,Netrajyothi College of Health Sciences,Bangalore,professional,"098867 89799, 80 26674399, 26612444",,,
855,New Baldwin International Degree College,Doddabanaswadi,Degree/ Professional,080-61774500,,,
,,,Page 9,,,,
,,,,,,,
856,New Horizon College (Devarabisanahalli),,Degree/ Professional,080 – 66297777,,,
857,New Horizon College (Kasturinagar),,Degree/ Professional,080 – 25429361,,,
858,New Horizon College of Education,,Degree/ Professional,25261735,,,
859,New Horizon College of Engineering,,Technical,"080662 97777, +91-80-6629 7777, +91-80-2844-0770",,,
860,New Sarvodaya School of Nursing,,professional,"91 80 - 42180022, 080 42170022, 09844074946",,,
,,,,,,,
861,New Shores International College,,Degree/ Professional,80-66731100,,,
,,,,,,,
862,New Sri Shanthini College of Nursing,,professional,8023714864,,,
863,NIAM College of Management Studies,,Degree/ Professional,"+91-93433 32475, +91-93430 44839, 080-26631833 / +91 834",,,
864,Nightingale College Of Nursing,,professional,"080 23142665, 9886367287",,,
865,Nightingale School of Nursing,,professional,"080 2314 2665, 98863 67287",,,
866,NIMS Management Institutions,,Degree/ Professional,"080 2848 4725,",988 0094 725 / 88 9290 9555 / 80 2271 9106,,
,,,,,,,
867,Nirmal Jyothi Technical Institute,,Technical,080-26584132,,,
,,,,,,,
868,Nirmal Jyothi Technical Institute,,Technical,8026584132,,,
869,Nirmala School of Nursing,,professional,08282-266989,,,
870,Nisarga Degree College,,Degree/ Professional,9731639011,,,
871,Nitte Institute of Technology,,Technical,"080 2216 7803, 080-22167800",,,
872,Nitte Research and Education Academy,,Degree/ Professional,080-22167800,,,
873,Nitte School of Architecture,,Technical,080-22167900/903/904,,,
874,NITTE School of Fashion Technology & Interior Desig,n,Technical,"08023093626, +91 8880642016",,,
875,NMKRV Collge for Women,,Degree/ Professional,080 2663 7042,,,
876,Nobel Institute of Business Excellence,,Degree/ Professional,080-2665 0404 / 2664 0404,,,
877,Noble School of Business,,Degree/ Professional,080 - 26650404,,,
878,Noor College of Nursing,,professional,"080 23414786, 9448119320",,,
879,Noor School of Nursing,,professional,"080 2341 4786, 080- 65606464",,,
880,Notre Dame Junior College of Education,,Degree/ Professional,080-22284397,,,
881,NRI Institute,,Degree/ Professional,080 2321 5023,,,
882,NSS Institute Of Paramedical Sciences (Kuduregere),,professional,080-23714800,,,
883,NSVK Sri Venkateshwara Dental College & Hospital,,Medical,9035511111,,,
884,NSVK Trust,,Degree/ Professional,"080-2671 9531, 9900016545",,,
885,NTTF (Electronic City),,professional,8064509966,,,
,,,,,,,
886,NTTF Pvt ITI,,professional,8123990999/ 080-28520010,,,
,,,,,,,
887,NU Trust College,,professional/ medical,080 28603500,,,
888,Oceanik College of Higher Education,,Degree/ Professional,9880788077,,,
889,Om Prabha FGC Womens College,,Degree/ Professional,N/A,,,
890,Om Sai Degree College,,Degree/ Professional,"080-2328 3377, 95388 81994",,,
891,Oriental College of Nursing,,professional,"32484257, 9844074946, 9448227132",,,
892,Osteen College,,Degree/ Professional,"099455 16070, 8879027306, 080 - 22421076, 22420994",,,
893,Oxbridge Business School,,Degree/ Professional,"91 80 23246423, 97411 66452, 95917 29329",,,
894,Oxbridge College of Science & Commerce,,Degree/ Professional,080-23246421/22/23,,,
895,Oxford College of Arts,,Degree/ Professional,080 2245 2855,,,
896,Oxford College of Pharmacy,,professional,080 - 3021 9821 / 31,,,
897,Oxford Degree College,,Degree/ Professional,9980823665 / 9845185324,,,
898,Oxford School of Nursing (B B Road),,professional,080 3021 9803,,,
899,Oxford School of Nursing (J P Nagar),,professional,"080 -30219803, 804",,,
900,Oxford Teachers Training Institute,,professional,9342681543,,,
901,P E S School of Engineering,,Technical,91 9964480444,,,
902,Padma College of Management & Science,,Degree/ Professional,94480 18800 / 9035509383 / 081233 30880,,,
903,Padmashree College of Hospital Management,,Professional/ Medical,"91-80-28485207, 28485206, 28485205, 28485204",,,
904,Padmashree Institute of Clinical Research,,Professional/ Medical,"080 28485207, 28485206,","28485205, 28485204",,
905,Padmashree Institute of Information Science,,Degree/ Professional,"80 28485204-205,",9902863900,,
906,Padmashree Institute of Management & Sciences,,Degree/ Professional,080 2848 5205,,,
907,Padmashree Institute of Medical Lab Technology,,professional,"080 28485207, 28485206,","28485205, 28485204",,
908,Padmashree Institute of Nursing,,professional,"080 28485207, 28485206,","28485205, 28485204",,
909,Padmashree Institute of Physiotherapy,,Professional/ Medical,"080 28485207, 28485206,","28485205, 28485204",,
910,Padmashree School of Public Health,,Professional/ Medical,"080 28485207, 28485206,","28485205, 28485204",,
911,Panchajanya Vidhya Peetha Degree College,,Degree/ Professional,"080-23241126,9916648820",,,
912,Panchami College of Law,,professional,"09343799528, 09886519193/080- 23506404",,,
,,,,,,,
913,Panchasheela Degree College,,Degree/ Professional,8496844466,,,
,,,,,,,
914,Panchasheela Polytechnic,,professional,9886362773,,,
915,Patel Institute of Science & Management,,Degree/ Professional,"080 6558 0003, 9611977234, 9663532602",,,
916,Patel Law College,,professional,08025639835/25639895,,,
917,Patel School of Nursing,,professional,80-27276161/62,,,
918,Pavana College of Nursing,,professional,"080 27724003, 9448040825",,,
919,Pavana School of Nursing,,professional,080-27724003,,,
920,PES College,,Degree/ Professional,080-26600105,,,
921,PES College of Pharmacy,,professional,"+91 80 26600741, +91 80 26600113",,,
922,PES Degee College (Electronic city),,Degree/ Professional,9845411299,,,
923,PES Degree College of Education,,Degree/ Professional,"080 26721983, 2108",,,
924,PES Institute of Technology,,Technical,080-66186610 / 11,,,
925,PES Polytechnic,,professional,,,,
926,PESIT South Campus,,Technical,080-66186610 / 11,,,
927,Pinnacle Institute of Management & Science,,Degree/ Professional,080 – 65653116,,,
928,Pinnacle Institute of Nursing Sciences,,professional,080 23212165,,,
929,PMS School of Nursing,,professional,"080 2364 7151, 9844093873",,,
930,PNS Womens Institute of Technology,,Technical,093312 64455,,,
931,PR College of Nursing,,professional,080 23142667,,,
932,Pragathi First Grade College (Chikkabanavara),,Degree/ Professional,9448883235,,,
933,Pragathi First Grade College (Vijayapura),,Degree/ Professional,080 2766 5460,,,
934,Pragathi Institute of Nursing,,professional,080 28445655,,,
,,,,,,,
935,Pragathi ITI,,professional,080-27668408,,,
,,,,,,,
936,Pragathi ITI (Vijayapura),,professional,8027668408,,,
937,Pragathi Womens College,,Degree/ Professional,N/A,,,
938,Prajwal College of Nursing,,professional,"9379099777, 080 65364411",,,
939,Prashasthi Degree College,,Degree/ Professional,"9740030100, 08027820238",,,
940,Prayukthi International College,,Degree/ Professional,+91 7338613808 / 7338613909 / 7338633006,,,
941,Presidency College of Nursing,,professional,"080-3232 3229, 080-2856 7722, 09916699499, 07829090900",,,
942,Presidency Degree College (Hebbal),,Degree/ Professional,080 – 65592561 / 42478710,,,
943,Presidency School of Nursing,,professional,"098458 08626, 28515286, 9845277557",,,
944,Presidency University,,Degree/Technical,"080 23093500, 7868896405",,,
945,Pride Degree College,,Degree/ Professional,"99772798618, 9901343032, 9742821533",,,
946,Priyadarshini School of Nursing,,professional,8022724976,,,
947,Professional Instiute of Management Studies,,Degree/ Professional,80 23390476/28437167/68,,,
948,Province College,,Degree/ Professional,"088845 71997, 802286 1911",,,
949,PVP ITI,,professional,"080-23211063, 9480317702",,,
950,PVP Polytechnic,,professional,"8023211559, 9845323000",,,
951,Quality College of Management Studies & Science,,Degree/ Professional,9742777516,,,
952,Quality Health Care College of Nursing,,professional,"9497094486, 7907732844, 8637625103",,,
953,Quality Health Care School of Nursing,,professional,"9497094486, 7907732844, 8637625103",,,
954,Radiance College,,Degree/ Professional,080-25501219,,,
955,Radiance College of Management & Science,,Degree/ Professional,"(080) 25501219/ 25501209, 9448470340",,,
956,Rai Technology University,,Degree,080-88091586,,,
,,,Page 10,,,,
,,,college list,,,,
957,Raja Rajeswari,Bangalore,S-4220,professional,"099000 58207, 080-2843 7512",,
958,Raja Rajeswari (Para)Medical College & Hospital,"Anchepalya, Kengeri",PMB-037,professional,9900058213,,
959,Raja Rajeswari Dental College & Hospital,"Ramohalli Cross, Mysore Road",C-40140,Medical,"0802843 7150, 08028437468",,
960,Raja Rajeswari Medical College & Hospital,Bangalore,C-40063,Medical,"2843 7444/ 2843 7777, 2843 7888/ 2929 2929",,
961,Rajadhani Degree College,Bangalore,C-57328,Degree/ Professional,080 2853 1770,,
962,Rajajinagar College of Education,10th Main Vth Block Rajajinagar,C-20858,Degree/ Professional,080 2315 3078,,
963,Rajajinagar First Grade College,10th Main 5th Block Rajajingar,C-20770,Degree/ Professional,080 – 23501128,,
964,Rajajinagar Parents Association FGC,5th Block Rajajinagar,C-20862,Degree/ Professional,080– 23503211 / 23208656,,
965,Rajalakshmi ITI,Hosakote,PR-29000443,professional,9845814131,,
966,RajaRajesheshwari College of Engineering,Bangalore,C-1404,Technical,080 2843 7124,,
967,Rajarajeshwari College of Nursing,Bangalore,C-40066,professional,080-2843 7512,,
968,Rajarajeswari College of Physiotherapy,Bangalore,C-59387,Professional/ Medical,080 32943492,,
,Rajiv Gandhi College of Dental Science &,"Cholanagara, R.T Nagara,",,,,,
969,,,BMTC-127,Medical,080-23339377/ 23335989,,
,Hospital,Bengaluru-32,,,,,
970,Rajiv Gandhi College of Law,Bangalore,C-9830,professional,9152966471,,
971,Rajiv Gandhi College of Nursing,Bangalore,C-40422,professional,080 26480798,,
972,Rajiv Gandhi Institute of Technology,Bangalore,C-1389,Technical,"080 2363 1145, 65373782",,
973,Rajiv Gandhi Polytechnic,Bangalore,S-1394,professional,"8023213282, 9845252049",,
974,Ramaiah Institute of Business Studies,Bangalore,C-52732,Degree/ Professional,"1800 425 7467, 9880210716, 08023607579",,
975,Ramaiah Institute of Management Studies,New BEL Road MSRIT,C-17511,Degree/ Professional,"080-23608769, 23606640, 23606641, 23606642",,
976,Ramakrishna Ayurvedic Medical College,Bangalore,C-40215,Medical,9538302100,,
977,Ramakrishna School of Nursing,Bangalore,S-14109,professional,"080 2349 3096, 23589676, 9845044263",,
978,Raman College of Pharmacy,Laggere Bridge,PR-512,professional,080- 23596766/ 9845900561,,
979,Raman ITI,Kamakshipalya,PR29000005,professional,080-22634300,,
980,Raman Polytechnic,Kamakshipalya,S-1396,professional,8105635837,,
981,Raman Research Institute,Bangalore,C-8315,Degree/ Professional,80 2361 0122,,
982,Ramanashree Academy of Management,MC Layout Vijanagar,C-20639,Degree/ Professional,"080 2335 3220, 23353571",,
983,Ranebennur Taluk Education Society's College of Nur,Bangalore,C-40387,professional,"22795509, 9741226795, 9845890606",,
984,Rani Sarala Devi Degree College,Bangalore,C-56840,Degree/ Professional,"080 2656 2082, 09964363177,09036625224",,
985,Ranjani College of Performing Arts,11th Block Nagarabhavi 2nd Stage,C-21215,professional,8026721475,,
986,Ravindranath Tagore School of Nursing,Bangalore,S-4228,professional,"080 2844 5870, 25611169",,
987,RBANMS First Grade College,Annaswamy Mudliar Road Banglaore,C-21161,Degree/ Professional,080 - 25512976,,
,,"No. 11&12, Shrinivasa Nagara,",,,,,
,RCD College of Management and Information,,,,,,
988,,"Banashankari 3rd Stage,",BMTC-140,Technical,080-43028520/ 43028521,,
,Technology,,,,,,
,,"Katriguppe, Bengaluru-50.",,,,,
989,Regional College Of Management,Bangalore,C-58289,Degree/ Professional,095389 02136,,
990,Regional Institute of Co-operative Management,Padmanabhanagar,C-20920,Degree/ Professional,"080 2669 0584, 26692036",,
991,Regional Institute of English B Ed English College,Jnanabharthi campus,C-21175,professional,"080 2321 8452, 23213243",,
992,RES Polytechnic,Bangalore,S-1385,professional,"8023484814, 9880225339",,
993,Research & Development,Bommasandra Industrial Area Bangalore,C-16799,Degree/ Professional,-22599775.98,,
994,Reva First Grade College,Bangalore,C-54661,Degree/ Professional,"+91-80-65687563 , 64 , 65",,
995,Reva Institute of Engineering & Technology,Bangalore,C-1354,Technical,"080662 26622, +91-80-65687563 , 64 , 65",,
996,Reva Institute of Science & Technology,"Kattigenahalli, Yelahanka",C-20787,Technical,"080-65687563, 66226622",,
997,Reva Institution of Management Studies,R T Nagar,C-21047,Degree/ Professional,9845584784,,
998,Reva University,"Kattigenahalli, Yelahanka",U-00725,Degree/ Professional/Technical,9845584784,,
999,RJS First Grade College,3rd Block Koramangala,C-21230,Degree/ Professional,080 2553 4194,,
1000,RJS Polytechnic (Koramangala),Bangalore,S-1386,professional,"8025533650, 9945528806",,
1001,RL Abhishek Rao College of Nursing,Bangalore,C-54660,professional,N/A,,
1002,RL Jalappa Industrial Training Centre,"Kodigehalli , Doddaballapura",PR29000409,professional,807626800,,
1003,RL Jalappa Institute of Technology,"Kodigehalli, Doddaballapura",C-1275,Technical,8027626800,,
1004,RL Jalappa Polytechnic,Bangalore,S-17511,professional,"9916889889, 080 27622522",,
,,"Kodigihali, Doddaballapur,",,,,,
1005,RL Jallapa ITC,,BMTC-158,professional,9886193595,,
,,Bengaluru-561203,,,,,
1006,RNS First Grade College,Bangalore,C-47834,Degree/ Professional,080 2861 1110,,
1007,RNS Institute of Technology,Bangalore,C-1332,Technical,"080 2861 1880, 9880867337",,
1008,Roohi College of Nursing,Bangalore,C-40212,professional,"+91-80-22720200, +91 94481 38692 +91 9448833516",,
1009,Roohi School of Nursing,Bangalore,S-4231,professional,"080 2272 0200, 94481 38692, 9448833516",,
1010,Rosy Royal College of Allied Health Sciences,Bangalore,C-56839,professional,9663671133,,
,Rosy Royal Homoeopathic Medical College and,"Mallapura, Nelamangala,",,,,,
1011,,,BMTC-85,Medical,9886044735/ 9663671133,,
,Hospital,Bengaluru-562162,,,,,
1012,Rosy Royal International College of Physiotherapy,Bangalore,C-56838,Professional/ Medical,9663671133,,
1013,Royal Academy for Management Studies,Sidedahalli Hesarghatta Main Road,C-20976,Degree/ Professional,(080) 28395252/ 28395253/ 64530050,,
1014,"Royal College of Arts, Science and Management","Mallapura Village, Nelamangala",NEW-52,Degree/ Professional,9886044735/9663671133,,
1015,Royal College of Nursing,Bangalore,C-40297,professional,9663671133,,
1016,Royal Concorde School of Nursing,Bangalore,S-16976,professional,080 2543 5454/55,,
1017,RR College of Education,Near Chikkabanawara Railway Station,C-20930,Degree/ Professional,"8050202020, 8880001111",,
1018,RR College of Management Studies and Comp Applicati,Ramohalli Cross Mysore Road,C-20815,Degree/ Professional,"(080) 28437368/ 65661302/ 41667691,",,
1019,RR College of Nursing,Bangalore,C-40462,professional,888 000 1111,,
1020,RR College of Pharmacy,Bangalore,C-40442,professional,"805020 20 20,",888000 11 11,
1021,RR Institute of Adavanced Studies,Chikkabanavara Bangalore,C-20625,Degree/ Professional,080 – 28391555,,
1022,RR Institute of Management,Chikkabanavara Bangalore,C-21236,Degree/ Professional,080 – 28391555,,
1023,RR Institute of Medical Sciences,Bangalore,C-59694,Medical,"2843 7444/ 2843 7777, 2843 7888/ 2929 2929",,
1024,RR Institute of Technology,Bangalore,C-1378,Technical,"088800 01111, 80 2839 6210",,
1025,RR Polytechnic,Bangalore,S-10966,professional,9845655761,,
1026,RR School of Architecture,Bangalore,C-51646,Technical,"098864 69999,",080 - 28391554/3,
1027,RR School of Nursing,Bangalore,S-4217,Degree/ Professional,088800 01111,,
1028,RS College of Management and Science (Doddajala),Doddajala Bangalore North,C-20753,Degree/ Professional,080 – 28391555,,
1029,RT Nagar Degree College,"Singanayakanahalli, Doddaballapur Road",C-55586,Degree/ Professional,28468533 / 28468544,,
,,"HMT Layout, R.T Nagara,",,,,,
1030,RT Nagar School of Nursing,,BMTC-14,professional,080-23535248/ 9880462926,,
,,Bengaluru-32,,,,,
1031,Ruman School of Nursing,Bangalore,S-4234,professional,080 - 57737800,,
1032,RV (Rashtreeya Vidyalaya) Teachers College,Jayanagar,C-21088,professional,8026562536,,
1033,RV College of Architecture,Bangalore,C-50741,Technical,080 2271 7820-22,,
1034,RV College of Engineering,Bangalore,C-1269,Technical,8067178021,,
1035,RV College of Nursing,Bangalore,C-40329,professional,080 26631466,,
1036,RV College of Physiotherapy,Bangalore,C-40316,professional,"080 26562386, 26561777",,
1037,RV Institute of Legal Studies,Jayanagara 3rd Block,C-60617,professional,8026636263,,
1038,RV Institute of Management,Jayanagar 4th T Block,C-20757,Degree/ Professional,"080 – 42540300, 080 – 26547048",,
1039,RVD College of Management & Information Technology,"Srinivas Nagar, Bangalore",NEW-54,Technical,8043028520,,
1040,Sacred Degree College (Ganapathihalli),"Ganapathihalli, Big Banyan Tree",NEW-55,Degree/ Professional,"080-28438295, 9845531009",,
1041,Sacred Hearts Girls First Grade College(Jeevanbheem,Jeevanbheemanagar,C-20746,Degree/ Professional,080 – 25231811 / 25220748,,
1042,Sacred Hearts Teachers Training Institute (East End,"East End, Jayanagara",AS-0004,professional,"080-26531564, 9448376618",,
1043,Sadhana Degree College,Bangalore,C-56936,Degree/ Professional,99867 93939 | 99165 81818,,
1044,Sahakaari Vidyakendra Polytechnic,Jayanagara 9th Block,S-1417,professional,"8026631350, 9449833941",,
1045,Sai Vidya Institute of Technology,Bangalore,C-1235,Technical,"080 2846 8196, +918028468191",,
1046,Sainik School of Nursing,Bangalore,S-4250,professional,080- 25554972,,
1047,Sambhram Institute of Technology,Bangalore,C-1424,Technical,"80 65903381 / 23643618 / 23640612,",9900001936,
1048,Sambram Academi of Management Studies,Vidhyaranyapura,C-20616,Degree/ Professional,80 65903382 / 23643618 / 23640612,,
1049,Sampurna Montfort B Ed College,Indiranagar,C-20860,professional,080 – 25284050 /25283320,,
1050,Samruddhi PU & Degree College (Pethanahalli Gate),Pethanahalli Gate,NEW-56,Degree/ Professional,080-29716416,,
,,"No. 5,8, Murugesh Mudaliar Road,",,,,,
1051,SAM'S College Of Management Studies,,BMTC-123,Degree/ Professional,9886244376/080-41634200,,
,,"Frazer Town, Bengaluru-05.",,,,,
1052,Samvaad College of Speech and Hearing,Bangalore,C-21217,Degree/ Professional,080 – 65351150 / 51,,
1053,Sanjay,Bangalore,C-40077,Medical,080 26564516,,
1054,Sanjay Gandhi college of Education,"Cholanagar, R.T Nagar",C-21028,Degree/ Professional,"80-23545552, 080-65373781, 080–23339377",,
1055,Sanjay Gandhi Institute of Trauma & Orthopaedics Co,Byrasandra Jayanagar East,M-34,Professional/ Medical,080-26564516,,
1056,Sankara College of Optometry,Bangalore,C-40094,professional,"080 40984633,",8951623390,
1057,Sapthagiri College of Engineering (Bagalagunte),Bangalore,C-1359,Technical,"080 2837 2800,28 372801, 28372802, 9900072632",,
,,,,Page 11,,,
,,,college list,,,,
1058,Sapthagiri Institute of Medical Sciences and research centreBangalore,,C-53296,Medical,"080-23323011, 23130583",,
1059,Sardar Vallabai Patel First Grade College (Sarjapur,,),C-20713,Degree/ Professional,"(080) 27823067/ 27823232, 9448535383",
1060,Sarojini College of Nursing,,C-40418,professional,"080 32987884, 09341239299",,
1061,Sarojini School of Nursing,,S-4261,professional,"080500 46002, 09341239299, 9886822717",,
1062,Sarvodaya College of Education,,C-21176,Degree/ Professional,080-23114753,,
1063,Sarvodaya College of Nursing,,C-40584,professional,"(080)42180022 & (080)42170022,","09844074946, 09448227132",
1064,Sarvodaya First Grade College,,C-20657,Degree/ Professional,"9901481284, 08023427927",,
1065,Sarvodaya Law College,,C-9788,professional,080-23234970,,
1066,SB College of Education (Yelahanka New Town),,BCU 3422,Degree/ Professional,"080 28567958, 41757157",,
1067,SB College of Hospital Administration,,C-56737,Medical,"080-28567958, 22724325, 41757157, 09742630858",,
1068,SB College of Management Studies (Yelahanka New Tow,,n),C-21151,Degree/ Professional,"080 – 65656262, 41749502, 9742630858",
1069,SB College of Nursing,,C-40348,professional,"28567958, 22724325, 9916408649",,
1070,SB School of Nursing,,S-4235,professional,080-28567958,,
1071,School of Regenerative Medicine,,C-7253,Professional/ Medical,"080 28460671, 28460681",,
1072,SCT College of Education,,C-21207,Degree/ Professional,"080 - 2524 5225, 080 - 2524 6206",,
1073,SCT College of Nursing,,C-40403,professional,"25245225, 25240694, 9844045640",,
1074,SCT Institute of Technology,,C-1375,Technical,080 2524 5225,,
1075,SCT Polytechnic,,S-1398,professional,"25245225, 9448088480",,
1076,SDM Institute of Ayurveda and Hospital,,C-56843,Medical,080 22718025,,
1077,SDS TRC & RGICD College of Nursing,,NEW-31,professional,"9620149374, 080-26608666",,
1078,SEA College of,Science & Commerce,C-21052,Degree/ Professional,080- 25613741/42 / 8065470229,,
1079,SEA College of Education,,C-20939,Degree/ Professional,080 25613741 / 42,,
1080,SEA College of Engineering & Technology,,C-1268,Technical,+91 080 25613741 / 42,,
1081,SEA College of Nursing,,C-40190,professional,+91 080 25613741 / 42,,
1082,SEA ITI,,PU-29000580,professional,"080 - 25613741/42 ,",9448769633,
1083,SEA School of Nursing,,S-4239,professional,"080 25613741, 25613742, 25618697",,
1084,Seribiotech Research Laboratory,Central Silk Board,Ministry of Textile,C-17502,professional,91 80 65379565,
1085,Seshadripuram Institute of Management Studies,,C-55875,Degree/ Professional,080-22955369,,
1086,Seshadripuram Law College,,C-9831,professional,080 22955367/9880340446/9886515666,,
1087,SET Degree College (Sarvodaya Education Trust) (Agr,,ahara Dasarahalli),C-56180,Degree/ Professional,8023157370,
1088,SGR Polytechnic,,S-12005,professional,7829455266,,
1089,Shakuntala Devi International Institute,of Managem,ent Science,C-21218,Degree/ Professional,98447 90333,
,,,,,,,
1090,Shankara College of Optometry,,E-026,professional,7022997733/080 28542727,,
,,,,,,,
,,,,,,,
1091,Shankthiniketan Polytechnic College,,BMTC-104,professional,9844506605/080-7270363,,
,,,,,,,
1092,Shanthi Dhama School of Nursing,,S-14097,professional,"080 2328 6867, 82 9602 5428, 82 9602 5429, 92 9602 5430",,
1093,Shanthini Kethana College,,C-20692,Degree/ Professional,080 - 26484762,,
1094,Shanti Dhama College,,C-20691,Degree/ Professional,"080 23286867,",+91 9902155244,
1095,Shanti Dhama College of Nursing,,C-40295,professional,"82 9602 5428, 82 9602 5429, 92 9602 5430",,
1096,Shantiniketan College of Education,,C-20866,Degree/ Professional,080 - 26484762,,
1097,Shantiniketan Polytechnic College (Ramanagar),,POL-509,professional,9844506605,,
1098,Sharada Vikas Institute of Management Studies,,C-21116,Degree/ Professional,"080 2244 0420, 25733106",,
1099,Sharada Vikas School of Excellence for Law,,C-59664,professional,"080-25730114, 25733106",,
1100,Sharadadevi College of Nursing,,C-40065,professional,"080 32916083, 9845071975",,
1101,Sha-Shib College,,C-20971,Degree/ Professional,"9342660429, 99454 27626",,
1102,Shekar College of Nursing,,C-40426,professional,"080 26663722, 9448041137",,
1103,Shekhar Institute of Nursing,,S-4274,professional,"080- 28429692, 26663722 , 65957265",,
1104,Sheshadhripuram First Grade College,,C-20601,Degree/ Professional,080 – 22955369/71,,
1105,Sheshadripuram Arts,Science & Commerce College,C-21043,Degree/ Professional,"080 2295 5382, 080 – 22955354",,
1106,Sheshadripuram Commerce College,,Road,C-20645,Degree/ Professional,"80 2295 5368, 080 – 22955383",
1107,Sheshadripuram Institute of Commerce & Management,,C-20937,Degree/ Professional,080 – 22955382,,
1108,Sheshdripuram Academy of Busienss Studies,,C-21183,Degree/ Professional,080 – 28488676,,
1109,Shifaa School of Nursing,,S-4275,professional,4000 7300 / 22207660 / 22207662,,
1110,Shree Bhavani School of Nursing,,S-4281,professional,"080 23381091, 23145046, 9886170470",,
1111,Shree Krishna Degree College,,C-57257,Degree/ Professional,080 - 26690799 / 26796020 / 55365825,,
1112,Shri Balaji College of Law (K H B Colony),,NEW-57,Degree/ Professional,8023586865,,
1113,Shri Jagadguru Renukacharya College of Law,,C-9776,professional,8022263468,,
1114,Shri Pillappa College of Engineering,,C-47257,Technical,094495 59227/+91 80 28446727,,
1115,Shri Sharada First Grade College,,C-21057,Degree/ Professional,9243825101,,
1116,Shri Veerabhadraswamy ITI (Vibhuthipura),,PR29000588,professional,"8025237234, 9845797990",,
,,,,,,,
1117,Shri Vidya Vinaya Institute Of Technology,,BMTC-46,Technical,9972209777/ 9742819777,,
,,,,,,,
1118,Shushruti College of Education,,C-21132,Degree/ Professional,080 - 28360671 / 65473805,,
1119,Shushruti College of Nursing,,C-44908,professional,"080 28367032, 9448283560",,
1120,Shushruti Institute of Business Management,,C-21122,Degree/ Professional,080 – 65473806,,
1121,Shushruti School of Nursing,,S-4295,professional,"080 2836 7730, 28367032, 9448226058",,
1122,Shushruti School of Nursing,,S-4296,professional,"(080) 23538053, 23536819, 9844026113",,
1123,Shuttariya College of Education,,C-21003,Degree/ Professional,080 - 23536819 / 23538053,,
1124,Siddaganga College of Management and Science,,C-21045,Degree/ Professional,94498 30811,,
1125,Sidvin School of Business Management,,C-20661,Degree/ Professional,"9448240196, 080-26799571/26698225/288",,
1126,SIET College,,C-56694,Degree/ Professional,"91 818 407 9307 / +91 80 2848 4828 ,",,
1127,Silicon City College (KR Puram),,C-20931,Degree/ Professional,8147093466/ 080 65602259,,
1128,Silicon City College of Management and Commerce,,C-21027,Degree/ Professional,09742006032/ 09980276597,,
1129,Sindhi College of Commerce,,C-20893,Degree/ Professional,080 41178288/ 23637544,,
1130,Sir M Vishveshwaraiah college,,C-20687,Degree/ Professional,080 – 25220215,,
1131,Sir M Visvesvaraya First Grade College(Konena Agrah,,ara),NEW-58,Degree/ Professional,8025229188,
1132,Sir M Visvesvaraya Institute of Technology (Hunasam,,aranahalli),C-1327,Technical,"080 2846 7248, 28477024/25/26",
1133,Sivananda Sarma Memorial RVCollege (SSMRV),,C-21071,Degree/ Professional,080-22453665,,
1134,SJB College of Education,,C-21040,Degree/ Professional,9972442154/ 080 65333381,,
1135,SJB College of Management Studies,,C-21174,Degree/ Professional,080 – 65470359,,
1136,SJB College of Nursing,,C-40104,professional,8065460337,,
1137,SJB Institute of Technology,,C-1271,Technical,-621998.6739,,
1138,SJB School of Architecture & Planning,,C-50033,Technical,080 6450 0177,,
1139,SJB School of Nursing,,S-4241,professional,080 6546 0337,,
1140,SJC Institute of Technology,,C-1320,Technical,8156263181,,
1141,SJES College Education,,C-21224,Degree/ Professional,80 48048988,,
1142,SJES College of Hotel Mangament,,C-21136,Degree/ Professional,080-25611169,,
1143,SJES College of Mangament Studies,,7634 E059,Degree/ Professional,7634 E059,,
1144,SJES College of Nursing,,C-40502,professional,"080 25611169, 25613118, 25613119",,
1145,SJES Polytechnic,,S-10977,professional,9535493980,,
1146,SJES School of Nursing,,S-4242,professional,"080 25611169, 080 6568 4768",,
